FIR_REG_NUM,CHARGESHEET_OR_NOT,CHARGESHEET_DT,FR_TYPE,COURT_DISPOSAL,DISPOSAL_DT
UP2025031300102,Y,2025-04-20,,Pending Trial,
UP2024049300141,N,2025-03-02,C-Summary,,
UP2024056600188,N,2025-03-14,A-Summary,,
UP2024057000121,N,2024-06-15,C-Summary,,
UP2024029200115,N,2025-02-28,C-Summary,,
UP2024053800149,N,2024-05-19,A-Summary,,
UP2024098300103,N,2025-03-24,A-Summary,,
UP2023002500105,N,2024-01-03,C-Summary,,
UP2025017100036,N,2026-03-16,A-Summary,,
UP2024083900121,Y,2024-05-21,,,
UP2024131000023,Y,2024-06-19,,,
UP2024148700212,N,2025-03-06,C-Summary,,
UP2024013200007,Y,2024-03-29,,,
UP2024051100249,Y,2024-12-16,,,
UP2023088700009,N,2024-05-18,C-Summary,,
UP2025003200183,N,2026-06-30,A-Summary,,
UP2024054300210,Y,2024-11-17,,,
UP2025085300166,N,2025-07-01,B-Summary,,
UP2023039900019,Y,2023-07-16,,,
UP2024001400110,N,2024-06-27,B-Summary,,
UP2024019900174,N,2025-08-10,A-Summary,,
UP2024049100101,N,2025-11-19,C-Summary,,
UP2024054300211,Y,2024-08-09,,Pending Trial,
UP2024122400111,N,2025-04-19,C-Summary,,
UP2023112300111,Y,2023-08-20,,,
UP2023050900131,Y,2023-08-02,,,
UP2025128000253,N,2026-03-01,B-Summary,,
UP2025114900177,N,2026-02-23,B-Summary,,
UP2023063200086,Y,2024-01-21,,Pending Trial,
UP2024066300004,N,2025-02-14,A-Summary,,
UP2025052800286,N,2025-06-07,C-Summary,,
UP2023123000084,N,2024-03-22,A-Summary,,
UP2024004000117,N,2024-08-26,A-Summary,,
UP2024081600146,N,2025-04-25,C-Summary,,
UP2025065400030,Y,2026-02-04,,Pending Trial,
UP2023028400102,N,2024-08-01,A-Summary,,
UP2024056800140,N,2025-03-20,A-Summary,,
UP2025083200113,N,2026-06-30,B-Summary,,
UP2024020100210,N,2025-06-28,A-Summary,,
UP2025031100128,N,2025-06-20,A-Summary,,
UP2025144200240,Y,2025-10-02,,Pending Trial,
UP2024053000242,Y,2025-06-13,,,
UP2025143900171,N,2026-04-25,A-Summary,,
UP2024084800111,N,2025-08-24,A-Summary,,
UP2024063300126,Y,2024-10-02,,Pending Trial,
UP2024145700100,Y,2024-11-18,,,
UP2025073800172,Y,2025-11-14,,Convicted,2026-06-30
UP2025059900213,N,2025-11-03,A-Summary,,
UP2023110600150,N,2024-06-03,B-Summary,,
UP2025004000116,N,2026-06-30,B-Summary,,
UP2023120800100,Y,2023-06-03,,Pending Trial,
UP2024073800128,Y,2024-06-06,,Pending Trial,
UP2025007000096,Y,2025-12-08,,,
UP2025082300172,N,2025-10-18,A-Summary,,
UP2024080500107,Y,2024-07-01,,Pending Trial,
UP2024122400112,Y,2025-03-11,,Pending Trial,
UP2025121500212,N,2026-05-21,A-Summary,,
UP2023139600100,N,2024-12-06,B-Summary,,
UP2025099600098,N,2026-06-30,B-Summary,,
UP2024008600025,Y,2024-06-05,,Pending Trial,
UP2024106600110,Y,2024-04-09,,Pending Trial,
UP2025088500009,Y,2026-01-06,,,
UP2023062600063,Y,2023-12-02,,,
UP2024033100067,N,2024-06-17,C-Summary,,
UP2023078600069,N,2024-01-13,B-Summary,,
UP2025033000064,N,2025-06-20,A-Summary,,
UP2024112400158,N,2024-12-20,A-Summary,,
UP2024004000118,Y,2024-11-12,,,
UP2024053700183,N,2025-01-31,B-Summary,,
UP2023126100055,N,2024-12-01,B-Summary,,
UP2025029000155,N,2026-06-09,C-Summary,,
UP2023090300020,N,2024-03-11,C-Summary,,
UP2025056800173,N,2026-05-19,C-Summary,,
UP2025082700172,N,2025-07-11,A-Summary,,
UP2023054500119,N,2023-05-04,A-Summary,,
UP2025045900143,N,2025-03-28,A-Summary,,
UP2024115400158,N,2025-03-14,B-Summary,,
UP2025119000017,N,2025-07-01,A-Summary,,
UP2025045500031,Y,2025-03-02,,Pending Trial,
UP2025070600047,N,2026-06-30,A-Summary,,
UP2023098500060,N,2024-02-22,C-Summary,,
UP2025084400182,N,2026-06-30,B-Summary,,
UP2023078700084,Y,2023-06-23,,Pending Trial,
UP2023062700094,Y,2023-08-18,,,
UP2023142100120,Y,2023-12-30,,,
UP2023031600059,Y,2024-01-29,,,
UP2025019800198,N,2026-04-24,B-Summary,,
UP2025050900261,N,2026-03-04,C-Summary,,
UP2024120300135,Y,2025-01-30,,Pending Trial,
UP2025076900174,Y,2025-10-21,,,
UP2024132700212,N,2025-03-19,C-Summary,,
UP2024141000047,N,2024-11-03,A-Summary,,
UP2024049500116,N,2025-03-13,C-Summary,,
UP2023099200064,N,2023-11-29,C-Summary,,
UP2024092700042,Y,2024-04-29,,Pending Trial,
UP2023109100108,N,2023-02-27,A-Summary,,
UP2025069700079,N,2026-06-30,A-Summary,,
UP2023046200076,Y,2023-03-29,,,
UP2023121900097,Y,2024-04-22,,Pending Trial,
UP2023034400092,Y,2023-05-18,,Pending Trial,
UP2023124500057,N,2023-10-18,B-Summary,,
UP2025148600196,N,2026-01-26,B-Summary,,
UP2023062700095,Y,2023-11-25,,,
UP2025070500083,Y,2025-09-19,,,
UP2025095800114,N,2025-08-08,A-Summary,,
UP2024049400117,Y,2025-01-12,,,
UP2024075500045,Y,2025-01-28,,,
UP2024089500078,Y,2024-07-27,,,
UP2023146000094,N,2024-02-08,C-Summary,,
UP2023085200099,N,2024-07-25,B-Summary,,
UP2024104400171,N,2024-07-07,A-Summary,,
UP2023028900091,Y,2023-12-17,,Pending Trial,
UP2024132800206,Y,2024-11-29,,Acquitted,2025-05-07
UP2025136400030,N,2025-07-23,A-Summary,,
UP2024133000238,N,2024-12-12,B-Summary,,
UP2024068200013,N,2024-10-28,A-Summary,,
UP2024084300108,Y,2025-04-17,,,
UP2024002100108,N,2024-06-17,A-Summary,,
UP2023069000169,Y,2023-07-28,,,
UP2023049500070,Y,2023-08-26,,,
UP2025052700160,Y,2025-08-05,,Pending Trial,
UP2025031000036,N,2026-06-13,B-Summary,,
UP2025112700114,N,2025-11-09,C-Summary,,
UP2025020200163,N,2026-03-29,A-Summary,,
UP2023108100123,Y,2023-12-18,,,
UP2024078900093,N,2024-09-15,B-Summary,,
UP2025137100038,N,2025-05-08,B-Summary,,
UP2025019600201,Y,2026-02-04,,Convicted,2026-06-30
UP2025089800092,N,2026-03-05,C-Summary,,
UP2023054800176,N,2024-03-10,C-Summary,,
UP2024069500229,N,2024-08-08,C-Summary,,
UP2024049200114,Y,2024-12-04,,Convicted,2026-02-25
UP2025000100122,Y,2025-11-14,,,
UP2024133000239,Y,2025-01-16,,,
UP2025147900277,N,2026-05-13,A-Summary,,
UP2025077500067,Y,2025-07-20,,,
UP2024032200027,Y,2024-08-25,,,
UP2025054300265,N,2026-06-30,A-Summary,,
UP2025095500139,Y,2025-11-27,,Pending Trial,
UP2024105300156,Y,2025-01-20,,,
UP2024121700180,N,2024-07-11,B-Summary,,
UP2024002000127,Y,2025-04-08,,Pending Trial,
UP2025140400244,Y,2026-03-14,,Pending Trial,
UP2024054700252,Y,2024-06-27,,Convicted,2025-01-06
UP2025143500215,Y,2026-02-18,,Acquitted,2026-06-30
UP2025059400034,Y,2025-06-22,,,
UP2025000300128,Y,2025-12-28,,Pending Trial,
UP2025101700039,N,2026-01-12,A-Summary,,
UP2025036600105,Y,2025-05-13,,Pending Trial,
UP2023055600130,Y,2024-05-29,,,
UP2023096500077,N,2023-11-16,C-Summary,,
UP2025060400201,Y,2025-05-24,,,
UP2024055700172,N,2025-01-17,A-Summary,,
UP2025120000154,Y,2025-11-08,,,
UP2024133100133,N,2024-07-18,B-Summary,,
UP2025139700229,Y,2025-10-25,,Pending Trial,
UP2024128000239,N,2025-02-21,B-Summary,,
UP2024032900053,N,2025-01-19,C-Summary,,
UP2023068800103,N,2023-09-30,B-Summary,,
UP2025053000346,N,2025-10-04,B-Summary,,
UP2025007000097,N,2025-11-28,B-Summary,,
UP2023044700076,Y,2023-05-11,,,
UP2023149000160,N,2024-11-27,A-Summary,,
UP2023148100145,N,2024-09-12,A-Summary,,
UP2024053300161,N,2025-03-03,B-Summary,,
UP2024055900136,Y,2025-02-17,,,
UP2024100700023,Y,2024-05-01,,,
UP2023076000107,Y,2023-10-19,,,
UP2025148800191,N,2025-12-19,C-Summary,,
UP2023039000016,Y,2023-05-10,,Pending Trial,
UP2024109000142,Y,2024-09-22,,Convicted,2025-10-25
UP2024007100089,N,2025-02-12,B-Summary,,
UP2025038500079,Y,2025-07-18,,Pending Trial,
UP2025050900262,Y,2025-12-29,,Pending Trial,
UP2024104800217,N,2025-04-12,A-Summary,,
UP2024082700136,Y,2024-12-08,,,
UP2024115000139,N,2024-05-07,B-Summary,,
UP2023014200104,Y,2024-01-19,,,
UP2025053800183,N,2025-08-23,A-Summary,,
UP2024049900032,Y,2024-12-24,,,
UP2024080300081,N,2024-09-01,A-Summary,,
UP2024094600095,Y,2024-08-13,,,
UP2025005300044,Y,2025-10-10,,,
UP2024083600123,N,2025-08-17,C-Summary,,
UP2023008400017,Y,2023-03-22,,Pending Trial,
UP2024078600062,Y,2024-09-19,,Pending Trial,
UP2025107900199,Y,2026-01-24,,Pending Trial,
UP2025028800098,Y,2026-01-25,,,
UP2023057300107,N,2023-12-29,A-Summary,,
UP2024054700253,Y,2025-03-18,,Pending Trial,
UP2025120100172,N,2025-12-14,C-Summary,,
UP2024097700114,Y,2024-10-02,,Convicted,2025-12-25
UP2024094600096,N,2025-11-20,A-Summary,,
UP2025140100242,N,2026-02-04,A-Summary,,
UP2024133000240,N,2025-05-31,B-Summary,,
UP2023125900089,Y,2023-12-18,,,
UP2025038400111,N,2026-04-23,A-Summary,,
UP2023094500105,N,2023-11-23,A-Summary,,
UP2025016600188,Y,2025-07-25,,Pending Trial,
UP2024113900049,N,2025-09-16,B-Summary,,
UP2025054000205,Y,2025-10-15,,,
UP2024029200116,N,2025-08-14,B-Summary,,
UP2025054400170,N,2026-06-30,A-Summary,,
UP2025020300215,N,2025-07-09,A-Summary,,
UP2025148500309,Y,2025-12-04,,Pending Trial,
UP2024108500185,Y,2025-01-05,,Pending Trial,
UP2025099800102,Y,2025-12-05,,Pending Trial,
UP2023132500173,N,2024-07-27,B-Summary,,
UP2025065800012,Y,2026-01-07,,Pending Trial,
UP2024034400109,N,2024-10-05,A-Summary,,
UP2025127700209,Y,2025-07-03,,,
UP2024104700144,N,2025-01-14,B-Summary,,
UP2025004800158,Y,2025-10-06,,Pending Trial,
UP2023133300146,Y,2023-11-23,,,
UP2024073300006,N,2024-11-19,A-Summary,,
UP2023084200100,N,2023-10-30,B-Summary,,
UP2025148200311,N,2026-04-12,C-Summary,,
UP2024096000115,N,2025-08-25,B-Summary,,
UP2024054400138,Y,2025-04-08,,Pending Trial,
UP2024012000022,Y,2024-10-20,,Pending Trial,
UP2024148100195,N,2025-06-22,A-Summary,,
UP2024110700153,Y,2024-10-22,,Acquitted,2025-11-08
UP2025046100102,Y,2025-11-17,,Pending Trial,
UP2024052600211,Y,2024-08-12,,Convicted,2025-06-26
UP2023107500026,N,2023-10-19,A-Summary,,
UP2023004500148,Y,2023-11-01,,Pending Trial,
UP2023098000089,Y,2023-12-18,,Convicted,2025-01-22
UP2025057100140,Y,2025-08-20,,,
UP2023006500082,Y,2023-03-30,,Pending Trial,
UP2025109800168,Y,2026-04-15,,Convicted,2026-06-30
UP2025052600272,N,2026-06-30,C-Summary,,
UP2024133300189,Y,2024-09-09,,,
UP2024140200208,Y,2024-09-13,,Pending Trial,
UP2025099300093,N,2026-06-05,C-Summary,,
UP2025142300118,Y,2025-05-21,,Convicted,2026-06-30
UP2024047900077,N,2025-03-04,B-Summary,,
UP2023000200089,Y,2023-08-27,,Pending Trial,
UP2025018800019,Y,2025-06-22,,,
UP2025005800050,Y,2025-11-01,,,
UP2025095800115,N,2025-03-29,B-Summary,,
UP2024025300097,N,2025-07-23,B-Summary,,
UP2023016900032,N,2024-02-11,A-Summary,,
UP2025104500134,Y,2025-04-24,,,
UP2024127500180,Y,2024-07-12,,Pending Trial,
UP2024029500073,N,2024-09-04,A-Summary,,
UP2025121900163,Y,2025-09-30,,,
UP2025125100016,Y,2025-09-12,,,
UP2024054100261,N,2025-01-21,C-Summary,,
UP2023069800024,Y,2024-03-21,,Pending Trial,
UP2024050600175,N,2025-05-03,B-Summary,,
UP2025077000198,Y,2025-07-05,,Pending Trial,
UP2024148200246,N,2025-07-19,A-Summary,,
UP2025004600127,N,2026-02-20,A-Summary,,
UP2024079600036,Y,2024-08-21,,,
UP2025055900156,N,2026-04-04,C-Summary,,
UP2023032400033,Y,2024-01-18,,Pending Trial,
UP2023106900083,Y,2023-11-19,,,
UP2023054000113,N,2023-10-14,A-Summary,,
UP2023095200063,N,2024-07-16,A-Summary,,
UP2023016100083,N,2024-03-19,A-Summary,,
UP2024060400180,N,2025-02-25,A-Summary,,
UP2025029000156,Y,2026-04-07,,Pending Trial,
UP2025015700174,N,2025-06-25,C-Summary,,
UP2025002900137,N,2025-12-08,A-Summary,,
UP2025006500099,N,2025-10-16,A-Summary,,
UP2025104700198,N,2025-08-14,A-Summary,,
UP2025139700230,Y,2026-01-20,,Pending Trial,
UP2023036400084,Y,2023-05-21,,Pending Trial,
UP2023112300112,Y,2023-10-07,,,
UP2023006900067,N,2023-10-07,A-Summary,,
UP2025077000199,Y,2025-04-30,,Pending Trial,
UP2025112500184,Y,2025-04-23,,Pending Trial,
UP2024118400062,Y,2024-04-08,,Pending Trial,
UP2024097400120,Y,2024-10-26,,Pending Trial,
UP2025046300133,N,2026-06-14,B-Summary,,
UP2025008800045,N,2026-03-13,A-Summary,,
UP2025012300025,Y,2025-12-01,,Pending Trial,
UP2023054000114,Y,2023-10-08,,Pending Trial,
UP2024060400181,Y,2024-11-07,,,
UP2025147800173,Y,2026-03-11,,Pending Trial,
UP2024128700061,N,2024-07-16,B-Summary,,
UP2025106900098,Y,2025-05-08,,Pending Trial,
UP2025034100020,Y,2025-02-19,,Convicted,2025-08-11
UP2023084100157,N,2024-08-11,A-Summary,,
UP2025106600120,Y,2025-12-09,,,
UP2023076200091,N,2023-09-26,A-Summary,,
UP2024021000018,N,2024-06-09,B-Summary,,
UP2023121700141,Y,2023-10-27,,,
UP2025108400179,Y,2026-05-08,,Pending Trial,
UP2025110300180,Y,2025-11-26,,,
UP2025016400202,N,2026-05-27,A-Summary,,
UP2023033300062,N,2024-08-25,C-Summary,,
UP2024062200113,Y,2024-07-13,,,
UP2023027000076,N,2024-03-25,B-Summary,,
UP2025076100213,N,2026-06-30,B-Summary,,
UP2025149500305,Y,2025-09-13,,,
UP2024015000019,N,2024-10-26,C-Summary,,
UP2023044600063,N,2024-01-11,A-Summary,,
UP2024134000056,Y,2024-12-23,,Pending Trial,
UP2025075900038,N,2026-05-21,B-Summary,,
UP2025122900202,Y,2025-10-01,,,
UP2024129200033,Y,2024-12-14,,Pending Trial,
UP2023048000109,N,2023-10-28,A-Summary,,
UP2023132700116,N,2024-01-22,A-Summary,,
UP2025097300145,Y,2025-12-28,,Pending Trial,
UP2023063300100,N,2024-07-11,A-Summary,,
UP2023014100081,Y,2024-03-03,,Pending Trial,
UP2024049500117,N,2025-09-21,A-Summary,,
UP2024147600271,N,2025-01-20,B-Summary,,
UP2025095800116,N,2026-06-26,B-Summary,,
UP2024122800166,N,2025-10-18,C-Summary,,
UP2024005800063,N,2025-03-14,B-Summary,,
UP2025093900006,Y,2025-06-16,,Pending Trial,
UP2023112700062,N,2024-10-26,A-Summary,,
UP2023020900032,N,2023-08-15,B-Summary,,
UP2024115000140,Y,2024-08-17,,Pending Trial,
UP2025147600310,N,2026-02-19,A-Summary,,
UP2025057300191,N,2025-07-18,C-Summary,,
UP2025000500184,Y,2025-07-21,,Convicted,2026-05-29
UP2025141800105,Y,2026-01-24,,,
UP2024036000030,Y,2024-10-20,,Pending Trial,
UP2025107100126,Y,2025-12-20,,,
UP2024054300212,N,2025-02-21,B-Summary,,
UP2025020700035,N,2025-10-03,A-Summary,,
UP2023126900034,Y,2023-03-22,,,
UP2023121200136,Y,2024-01-06,,Pending Trial,
UP2024141300071,Y,2024-12-05,,,
UP2023142600054,Y,2024-03-30,,,
UP2025121500213,N,2026-05-03,A-Summary,,
UP2024053400231,Y,2024-11-29,,Pending Trial,
UP2024016100106,N,2025-01-28,C-Summary,,
UP2023144700031,Y,2023-10-04,,Pending Trial,
UP2024132900121,N,2025-03-23,C-Summary,,
UP2025046000110,Y,2025-08-06,,,
UP2025082500124,N,2025-09-14,B-Summary,,
UP2025117200100,Y,2025-07-24,,Pending Trial,
UP2025119700207,N,2025-12-15,B-Summary,,
UP2025028000025,Y,2026-01-13,,Pending Trial,
UP2025011500026,Y,2025-11-19,,,
UP2025031700183,Y,2025-04-30,,,
UP2025059300025,Y,2026-01-15,,Pending Trial,
UP2025076300202,Y,2025-10-11,,Pending Trial,
UP2023046400098,Y,2023-11-26,,Pending Trial,
UP2025023300030,Y,2025-06-08,,,
UP2025106700143,Y,2025-06-02,,Pending Trial,
UP2023115500120,Y,2024-02-13,,,
UP2025139700231,Y,2026-03-24,,Pending Trial,
UP2024108000109,N,2025-02-17,B-Summary,,
UP2024147200261,N,2025-03-30,A-Summary,,
UP2024097200098,N,2025-06-03,C-Summary,,
UP2024053600214,Y,2025-02-26,,Pending Trial,
UP2023131400022,Y,2023-04-13,,Pending Trial,
UP2024051800061,N,2025-07-19,A-Summary,,
UP2025077800041,N,2025-08-31,A-Summary,,
UP2024054200227,N,2024-11-11,A-Summary,,
UP2025120200166,N,2026-06-30,A-Summary,,
UP2025148500310,Y,2025-06-19,,Convicted,2026-06-30
UP2023135900010,Y,2024-01-18,,Pending Trial,
UP2025120900213,Y,2025-10-29,,,
UP2025147800174,Y,2025-09-24,,Pending Trial,
UP2024011200015,N,2025-07-05,A-Summary,,
UP2023019800126,Y,2023-10-25,,,
UP2025085400130,N,2026-06-30,B-Summary,,
UP2023147400113,Y,2024-03-15,,,
UP2023106800097,N,2024-03-09,A-Summary,,
UP2024055100150,Y,2024-12-28,,,
UP2023144000129,N,2023-12-28,B-Summary,,
UP2025054600240,Y,2025-12-01,,Pending Trial,
UP2024043900022,N,2024-08-23,A-Summary,,
UP2023143000012,Y,2024-03-05,,,
UP2024060000119,N,2024-06-22,A-Summary,,
UP2024096200098,Y,2024-06-02,,,
UP2025149500306,Y,2025-08-31,,Pending Trial,
UP2025148200312,N,2025-10-09,A-Summary,,
UP2023016900033,Y,2024-01-10,,,
UP2024059700019,Y,2024-09-23,,,
UP2023076900126,Y,2024-01-05,,Convicted,2024-05-14
UP2024017500058,N,2025-05-31,C-Summary,,
UP2023149000161,Y,2023-08-25,,,
UP2023057500164,N,2024-03-15,A-Summary,,
UP2023126000063,N,2024-10-26,A-Summary,,
UP2024120600138,N,2024-08-18,B-Summary,,
UP2024080000087,N,2025-01-17,A-Summary,,
UP2025094900169,N,2025-04-26,B-Summary,,
UP2025140100243,N,2026-03-26,A-Summary,,
UP2025028100051,Y,2025-05-29,,Pending Trial,
UP2023000100088,N,2024-05-13,A-Summary,,
UP2025013700009,Y,2025-07-20,,,
UP2023000400087,Y,2023-07-20,,Pending Trial,
UP2024074600156,Y,2024-09-29,,,
UP2025078400108,Y,2025-08-16,,,
UP2024046400121,Y,2025-04-26,,,
UP2024104700145,Y,2024-10-28,,Pending Trial,
UP2025117000121,Y,2025-08-21,,Pending Trial,
UP2025118300094,Y,2026-01-07,,Acquitted,2026-06-19
UP2024133100134,Y,2024-12-24,,Pending Trial,
UP2023050900132,Y,2023-08-31,,Pending Trial,
UP2023149500200,N,2024-12-26,A-Summary,,
UP2025036600106,Y,2026-02-14,,Pending Trial,
UP2023050400133,N,2024-01-21,C-Summary,,
UP2024123300227,N,2025-03-07,A-Summary,,
UP2024094300097,N,2025-05-04,A-Summary,,
UP2024103500043,N,2025-08-02,A-Summary,,
UP2025054400171,Y,2026-03-06,,Pending Trial,
UP2024090100117,Y,2024-07-14,,Pending Trial,
UP2023119900083,N,2023-07-15,B-Summary,,
UP2024127500181,N,2025-09-01,A-Summary,,
UP2025115300119,N,2025-10-23,A-Summary,,
UP2023053700121,Y,2023-05-31,,Convicted,2024-11-02
UP2024104300231,N,2025-10-31,B-Summary,,
UP2023127600061,Y,2023-09-06,,,
UP2023122000081,N,2023-11-17,A-Summary,,
UP2023054700168,N,2024-08-30,A-Summary,,
UP2023074000107,Y,2023-09-01,,Acquitted,2025-03-04
UP2023075300046,N,2024-06-11,A-Summary,,
UP2025105000243,N,2026-02-07,B-Summary,,
UP2024074100118,Y,2024-07-07,,,
UP2025083400140,N,2026-06-30,B-Summary,,
UP2025063200152,Y,2026-01-31,,,
UP2024041900024,Y,2024-06-14,,Pending Trial,
UP2023038000082,Y,2023-04-26,,,
UP2025124400084,N,2026-02-10,B-Summary,,
UP2024063100095,N,2024-08-18,A-Summary,,
UP2025065000046,N,2025-11-24,B-Summary,,
UP2025052700161,N,2025-05-12,A-Summary,,
UP2024062400093,N,2025-05-06,A-Summary,,
UP2023147800121,N,2024-04-06,A-Summary,,
UP2024007300077,Y,2024-02-29,,,
UP2023015000016,Y,2023-08-31,,Pending Trial,
UP2024112900147,N,2024-07-10,A-Summary,,
UP2024053400232,N,2024-07-06,A-Summary,,
UP2024124500066,N,2025-07-11,B-Summary,,
UP2025023400036,Y,2025-07-15,,Pending Trial,
UP2025032200035,Y,2025-05-30,,,
UP2023048400021,Y,2023-03-02,,Pending Trial,
UP2025081900131,N,2025-09-28,A-Summary,,
UP2023062100098,N,2024-02-24,A-Summary,,
UP2024001400111,N,2024-10-11,B-Summary,,
UP2024007900018,Y,2025-01-22,,,
UP2023058400064,N,2024-05-15,C-Summary,,
UP2024099900079,N,2024-11-21,A-Summary,,
UP2025080100089,Y,2025-09-02,,,
UP2025048000159,Y,2025-06-06,,,
UP2024015700167,N,2024-09-05,A-Summary,,
UP2023119300016,Y,2024-04-08,,Pending Trial,
UP2023000200090,N,2024-04-30,A-Summary,,
UP2025054800267,Y,2025-08-18,,,
UP2024000900084,N,2025-03-03,C-Summary,,
UP2024148200247,N,2025-04-27,A-Summary,,
UP2023089600055,Y,2023-03-25,,,
UP2024068500137,N,2024-05-15,B-Summary,,
UP2025040200025,Y,2025-09-06,,Pending Trial,
UP2025078800113,Y,2025-05-21,,,
UP2025084300158,N,2026-06-30,A-Summary,,
UP2024099100106,N,2025-11-11,A-Summary,,
UP2023139700156,Y,2023-11-24,,Pending Trial,
UP2025010100049,Y,2025-06-23,,Pending Trial,
UP2023027000077,Y,2024-02-08,,Pending Trial,
UP2023062700096,N,2023-12-31,C-Summary,,
UP2025121300160,N,2025-08-25,A-Summary,,
UP2025053300231,N,2025-08-23,A-Summary,,
UP2023106800098,Y,2023-12-15,,Convicted,2025-04-09
UP2024083300085,N,2025-03-04,B-Summary,,
UP2025056900246,N,2025-08-29,B-Summary,,
UP2023120600119,N,2023-08-30,A-Summary,,
UP2024069900035,N,2024-10-11,A-Summary,,
UP2023123800056,N,2024-12-10,C-Summary,,
UP2025091400167,N,2026-01-08,A-Summary,,
UP2023003200103,Y,2023-08-18,,,
UP2023035500015,Y,2023-05-19,,Pending Trial,
UP2024148800131,N,2025-01-24,C-Summary,,
UP2024109300174,N,2024-08-22,C-Summary,,
UP2024083200102,N,2024-10-29,B-Summary,,
UP2023056900187,Y,2024-03-08,,Convicted,2025-04-08
UP2024140100236,Y,2025-02-06,,,
UP2023135000033,N,2024-10-10,A-Summary,,
UP2025094200120,N,2025-09-06,A-Summary,,
UP2023019000006,Y,2023-04-10,,,
UP2025108600145,Y,2025-05-09,,Pending Trial,
UP2023140400142,Y,2023-08-17,,,
UP2024112900148,Y,2024-05-28,,Pending Trial,
UP2023019600135,Y,2023-12-06,,Pending Trial,
UP2024122500186,N,2025-07-23,B-Summary,,
UP2023069400153,Y,2024-01-31,,Pending Trial,
UP2024014100108,Y,2024-09-19,,Pending Trial,
UP2025109600226,N,2026-03-19,A-Summary,,
UP2025127500192,Y,2026-03-05,,,
UP2023082900090,Y,2024-04-02,,,
UP2024052100060,Y,2025-03-22,,Pending Trial,
UP2023104700109,Y,2023-12-29,,Pending Trial,
UP2025027500111,Y,2025-12-08,,Pending Trial,
UP2025019500220,N,2026-01-29,A-Summary,,
UP2024083400110,Y,2024-07-10,,,
UP2024018900010,N,2024-10-29,B-Summary,,
UP2025082500125,N,2026-02-27,B-Summary,,
UP2024118700120,Y,2024-11-25,,Convicted,2025-12-31
UP2025148100254,N,2026-04-01,A-Summary,,
UP2025068300008,Y,2025-07-25,,Pending Trial,
UP2024049100102,Y,2024-11-06,,,
UP2023122300093,N,2024-03-28,A-Summary,,
UP2024146300085,Y,2024-11-20,,,
UP2023098800089,Y,2024-03-05,,Pending Trial,
UP2023119400017,N,2023-05-18,A-Summary,,
UP2023015800088,N,2024-02-22,A-Summary,,
UP2024020000146,Y,2025-01-23,,,
UP2024037800113,Y,2025-01-31,,Pending Trial,
UP2024047800109,Y,2024-09-13,,,
UP2023059800139,Y,2024-04-20,,Pending Trial,
UP2023054300180,N,2024-12-14,A-Summary,,
UP2025054200269,Y,2026-01-14,,,
UP2025050300176,Y,2026-02-07,,Pending Trial,
UP2025076800189,N,2025-12-26,A-Summary,,
UP2025101500034,Y,2025-03-18,,,
UP2023111000053,Y,2023-10-11,,,
UP2024051300200,Y,2024-05-30,,,
UP2025045100099,Y,2025-11-24,,Pending Trial,
UP2024122200142,N,2025-06-16,C-Summary,,
UP2025054500205,Y,2025-10-24,,,
UP2024094600097,Y,2025-03-12,,Convicted,2026-06-30
UP2023079400019,Y,2023-03-17,,,
UP2024140500135,N,2025-09-23,B-Summary,,
UP2025149000241,Y,2026-01-18,,,
UP2023100200066,Y,2024-03-25,,Pending Trial,
UP2025112600133,Y,2025-06-21,,,
UP2025068700204,N,2025-12-24,A-Summary,,
UP2024128700062,Y,2024-09-29,,,
UP2025149500307,N,2026-02-01,C-Summary,,
UP2023016800041,Y,2023-09-21,,Convicted,2024-06-25
UP2025110600246,Y,2026-05-12,,Pending Trial,
UP2024149000190,N,2025-04-21,A-Summary,,
UP2025058000102,Y,2026-02-13,,Convicted,2026-06-30
UP2024091100087,N,2025-02-01,C-Summary,,
UP2024014500079,Y,2024-05-12,,Pending Trial,
UP2025068800200,N,2026-01-02,B-Summary,,
UP2024114700121,Y,2025-02-14,,Acquitted,2026-06-05
UP2023019700133,N,2024-04-02,B-Summary,,
UP2025148600197,Y,2025-09-21,,Pending Trial,
UP2024054100262,Y,2024-08-30,,,
UP2025000600122,Y,2025-11-03,,,
UP2024082200091,Y,2024-04-23,,Pending Trial,
UP2023080500077,Y,2023-09-29,,,
UP2025123300270,Y,2025-12-15,,Pending Trial,
UP2024051200167,N,2024-05-16,C-Summary,,
UP2023113400021,Y,2023-10-17,,Pending Trial,
UP2024045200021,Y,2024-04-05,,Pending Trial,
UP2024127100105,N,2024-11-11,B-Summary,,
UP2025017800032,Y,2026-02-22,,,
UP2024125600091,N,2025-07-16,B-Summary,,
UP2025083200114,N,2026-04-27,A-Summary,,
UP2024005200171,Y,2025-02-20,,,
UP2025121400148,N,2026-06-16,C-Summary,,
UP2024002200157,N,2025-06-10,C-Summary,,
UP2024129000043,Y,2025-01-11,,,
UP2023121200137,N,2024-08-08,A-Summary,,
UP2024065500032,Y,2024-09-23,,Pending Trial,
UP2024016200157,N,2025-03-26,C-Summary,,
